average_word_length,word_length_variance,rttr_root_type_token_ratio,hapax_legomena_ratio,average_sentence_length,sentence_length_variance,average_parse_depth,maximum_parse_depth,parse_depth_variance,comma_ratio,period_ratio,exclamation_mark_ratio,question_mark_ratio,punctuation_per_word,pos_ratio_adj,pos_ratio_adp,pos_ratio_adv,pos_ratio_aux,pos_ratio_conj,pos_ratio_cconj,pos_ratio_det,pos_ratio_intj,pos_ratio_noun,pos_ratio_num,pos_ratio_part,pos_ratio_pron,pos_ratio_propn,pos_ratio_punct,pos_ratio_sconj,pos_ratio_sym,pos_ratio_verb,pos_ratio_x,noun_to_verb_ratio,generated,perplexity
16.51851851851852,139.13854595336076,9.946635388690769,0.29333333333333333,16.51851851851852,139.13854595336076,4.62962962962963,9,3.7146776406035658,0.024444444444444446,0.051111111111111114,0.006666666666666667,0.0022222222222222222,0.08444444444444445,0.06782945736434108,0.07751937984496124,0.05232558139534884,0.07751937984496124,0.0,0.01937984496124031,0.0562015503875969,0.007751937984496124,0.1686046511627907,0.005813953488372093,0.040697674418604654,0.14147286821705427,0.009689922480620155,0.09108527131782945,0.05232558139534884,0.0,0.12403100775193798,0.007751937984496124,0.8846153846153846,0,17.707252886958024
17.88888888888889,62.487654320987644,8.250942731873366,0.16642120765832105,17.88888888888889,62.487654320987644,3.369565217391304,6,3.3634215500945173,0.05891016200294551,0.050073637702503684,0.0,0.0014727540500736377,0.11045655375552282,0.050073637702503684,0.05891016200294551,0.07363770250368189,0.055964653902798235,0.0,0.048600883652430045,0.07216494845360824,0.0014727540500736377,0.17820324005891017,0.030927835051546393,0.023564064801178203,0.09131075110456553,0.010309278350515464,0.1796759941089838,0.020618556701030927,0.0029455081001472753,0.09867452135493372,0.0029455081001472753,1.2190476190476192,0,17.735683762445326
32.0,564.0,7.851210698609627,0.3836477987421384,32.0,564.0,5.8,7,2.16,0.006289308176100629,0.018867924528301886,0.0,0.006289308176100629,0.031446540880503145,0.0547945205479452,0.0273972602739726,0.0593607305936073,0.1095890410958904,0.0,0.0319634703196347,0.0593607305936073,0.0182648401826484,0.1095890410958904,0.0,0.0273972602739726,0.1415525114155251,0.0136986301369863,0.2191780821917808,0.0365296803652968,0.0,0.0867579908675799,0.0045662100456621,0.627906976744186,0,20.146773034931545
16.6875,127.79817708333333,13.431645130403458,0.30176767676767674,16.6875,127.79817708333333,5.45,12,4.7975,0.02904040404040404,0.06186868686868687,0.0012626262626262627,0.0025252525252525255,0.0946969696969697,0.052805280528052806,0.0858085808580858,0.06050605060506051,0.047304730473047306,0.0,0.0187018701870187,0.0847084708470847,0.0011001100110011,0.1716171617161716,0.019801980198019802,0.027502750275027504,0.0891089108910891,0.0319031903190319,0.1276127612761276,0.0297029702970297,0.0,0.14631463146314633,0.005500550055005501,1.0511363636363635,1,21.60414673824607
14.714285714285714,48.204081632653065,6.601706163700764,0.4174757281553398,14.714285714285714,48.204081632653065,4.428571428571429,7,3.102040816326531,0.05825242718446602,0.04854368932038835,0.019417475728155338,0.0,0.1262135922330097,0.05982905982905983,0.07692307692307693,0.02564102564102564,0.07692307692307693,0.0,0.042735042735042736,0.06837606837606838,0.008547008547008548,0.20512820512820512,0.0,0.02564102564102564,0.11965811965811966,0.0,0.1111111111111111,0.02564102564102564,0.0,0.15384615384615385,0.0,0.8888888888888888,1,7.387599326365151
19.5,28.85,8.152551905023516,0.23846153846153847,19.5,28.85,6.0,10,3.4,0.046153846153846156,0.05128205128205128,0.0,0.0,0.09743589743589744,0.14685314685314685,0.09557109557109557,0.04428904428904429,0.0675990675990676,0.0,0.03263403263403263,0.055944055944055944,0.0,0.23543123543123542,0.0,0.03263403263403263,0.07692307692307693,0.009324009324009324,0.08857808857808858,0.016317016317016316,0.0,0.0979020979020979,0.0,1.4788732394366197,1,5.472668813146729
29.0,219.0,7.156200590854879,0.25,29.0,219.0,8.625,17,13.484375,0.02586206896551724,0.034482758620689655,0.0,0.0,0.0603448275862069,0.04330708661417323,0.10236220472440945,0.05905511811023622,0.08267716535433071,0.0,0.031496062992125984,0.07480314960629922,0.0,0.19291338582677164,0.0,0.05905511811023622,0.12992125984251968,0.0,0.05511811023622047,0.027559055118110236,0.0,0.13385826771653545,0.007874015748031496,0.8909090909090909,0,22.827864139433576
18.103448275862068,51.88585017835909,5.717308724183001,0.09333333333333334,18.103448275862068,51.88585017835909,5.103448275862069,8,1.5410225921521996,0.017142857142857144,0.05523809523809524,0.0,0.0,0.07238095238095238,0.08963093145869948,0.0913884007029877,0.040421792618629174,0.10193321616871705,0.0,0.015817223198594025,0.054481546572934976,0.0,0.12302284710017575,0.015817223198594025,0.0421792618629174,0.1546572934973638,0.0,0.06678383128295255,0.03690685413005272,0.0,0.16695957820738136,0.0,0.45751633986928103,0,5.563720888139907
14.6,50.239999999999995,10.358141526857557,0.4349315068493151,14.6,50.239999999999995,4.9411764705882355,9,2.761245674740484,0.06506849315068493,0.0684931506849315,0.0,0.0,0.13356164383561644,0.09467455621301775,0.06804733727810651,0.03550295857988166,0.05325443786982249,0.0,0.03254437869822485,0.07988165680473373,0.0,0.20710059171597633,0.014792899408284023,0.03254437869822485,0.0650887573964497,0.05029585798816568,0.12130177514792899,0.01775147928994083,0.0,0.12721893491124261,0.0,1.4262295081967213,0,71.40934923858052
16.48936170212766,103.14350384789498,13.443152392695323,0.3268733850129199,16.48936170212766,103.14350384789498,4.425531914893617,8,3.691263014938886,0.04521963824289406,0.059431524547803614,0.0,0.0,0.10465116279069768,0.06483516483516484,0.09010989010989011,0.05824175824175824,0.06153846153846154,0.0,0.03406593406593406,0.09010989010989011,0.0,0.14615384615384616,0.02197802197802198,0.03406593406593406,0.04835164835164835,0.11428571428571428,0.11538461538461539,0.01868131868131868,0.0032967032967032967,0.0989010989010989,0.0,1.6232876712328768,0,13.710787031340397
16.551724137931036,87.41973840665874,8.617658223904755,0.23284823284823286,16.551724137931036,87.41973840665874,5.0344827586206895,9,3.9643281807372173,0.012474012474012475,0.05405405405405406,0.002079002079002079,0.004158004158004158,0.07276507276507277,0.07894736842105263,0.08458646616541353,0.045112781954887216,0.05827067669172932,0.0,0.022556390977443608,0.08082706766917293,0.0,0.19924812030075187,0.018796992481203006,0.03383458646616541,0.05451127819548872,0.043233082706766915,0.12030075187969924,0.03007518796992481,0.0,0.12969924812030076,0.0,1.29,0,22.106837409615295
18.884615384615383,119.02514792899407,10.39034088341039,0.29591836734693877,18.884615384615383,119.02514792899407,5.038461538461538,11,7.036982248520711,0.0673469387755102,0.053061224489795916,0.0,0.0,0.12040816326530612,0.07312925170068027,0.09013605442176871,0.05952380952380952,0.07653061224489796,0.0,0.022108843537414966,0.06972789115646258,0.008503401360544218,0.13435374149659865,0.0017006802721088435,0.03231292517006803,0.13435374149659865,0.0,0.13945578231292516,0.03741496598639456,0.0,0.12074829931972789,0.0,0.6810344827586207,1,23.857653657576005
